"","SRR11647705","SRR11647706","SRR11647707","SRR11647708","SRR11647709","SRR11647710"
"ENSG00000002016",9.29958493400311,9.15780519694248,9.3009546104791,9.32499783219291,9.40863685494654,9.33425740159574
"ENSG00000002330",9.29958493400311,9.25949751913631,9.14386710869645,9.87931203728876,9.8472298398889,9.97599191946262
"ENSG00000002549",10.0746237125793,10.2018450256412,10.1219836162357,10.2401705442987,10.1598955480231,10.1142656675045
"ENSG00000002586",6.34087962730076,6.50289138368362,6.34087962730076,6.56398851980304,6.34087962730076,6.34087962730076
"ENSG00000002587",6.34087962730076,6.56987878097367,6.7318114008477,6.34087962730076,6.56354313621346,6.34087962730076
"ENSG00000002726",6.34087962730076,6.34087962730076,6.56704369892022,6.72655133399228,6.65546241673519,6.7916162188538
"ENSG00000002745",7.07388354965856,7.12529114292862,6.89207511203639,7.61121547032896,7.38674397105831,7.51614812900755
"ENSG00000002746",8.13587107017766,8.16258300713149,8.30369332556716,8.43082276179495,8.55001962581519,8.34128808006009
"ENSG00000002822",7.4237096616357,7.32114592998807,7.16159895131248,7.13601011094485,6.83681918276088,7.19023182950043
"ENSG00000002834",13.2910474093141,13.2496112349852,13.3563578246302,13.4317330831672,13.4242638280707,13.4746828815834
"ENSG00000002919",9.25870353493517,9.3288406093322,9.16450234782145,9.39218215990433,9.53218588716273,9.48237395696525
"ENSG00000002933",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000003056",10.063623611915,9.86537132173808,10.2769413817211,10.3808162881046,10.7322939131597,10.5875954685486
"ENSG00000003096",11.1566227775052,11.0447018507383,11.2348128553094,11.3325191080206,11.4084856728386,11.1655358790442
"ENSG00000003137",9.40235764132675,9.0763200151827,9.39952424032729,9.97774586541232,10.0895319268923,10.1465180817056
"ENSG00000003147",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.56693431828028
"ENSG00000003249",10.6507892375079,10.7454615649178,10.4929033405112,10.9847875334102,10.9157565765563,11.0391262031627
"ENSG00000003393",9.42853601146948,9.34276738157673,9.34212157909712,9.44411013580706,9.60468971505366,9.21865188764608
"ENSG00000003400",8.04115543234322,8.23860037046969,8.48103225464614,8.2901619584875,8.15552823636908,8.49702984110823
"ENSG00000003402",9.87025158067822,9.93841513340829,9.87279666260134,10.0619249532523,10.0972389533938,10.2174392157346
"ENSG00000003436",7.70790332454871,7.99466931650833,7.54559199367847,7.45198553807525,7.27034082432382,7.36827690247679
"ENSG00000003509",9.87341030423557,9.98315163226967,9.99858837802691,10.0272273476975,9.9157874881832,9.93958905089731
"ENSG00000003756",10.734398604362,10.6757082833177,10.7500748246104,10.9659667791318,11.0089212301505,10.9457939273962
"ENSG00000003987",7.74047197081294,7.92161282074854,7.54559199367847,7.32070696993429,7.5556142531019,7.54503985671149
"ENSG00000003989",13.0188048527231,13.0010862706566,13.1304384945336,12.8957929558097,12.9291350204157,12.7084426118832
"ENSG00000004059",11.5649979858523,11.5855547588725,11.3770808455553,12.016627024035,11.9667649892305,12.078954583341
"ENSG00000004139",7.9382591519283,7.71943306531637,7.97610799838604,7.9994329556577,8.47361790626345,8.24294723784802
"ENSG00000004142",11.9975666572215,12.1563617677188,12.0394825764979,12.7613763063947,12.733975270504,12.7715289917415
"ENSG00000004399",13.1307961664914,13.0034255737336,13.1642439775179,12.7702297202194,12.8596652752383,12.8699426365831
"ENSG00000004455",13.4381768583369,13.4740550552971,13.3723337943192,13.6061491194086,13.50715343359,13.6273114902322
"ENSG00000004468",6.56929189938705,6.34087962730076,6.7318114008477,6.65609042078494,6.65546241673519,6.7627176671756
"ENSG00000004478",12.3378152715492,12.2659613992409,12.2311222577127,12.4408467603307,12.4445312481485,12.4333811671021
"ENSG00000004487",13.096157706852,13.1128055121696,13.1714418188997,13.4130987753882,13.3570850933184,13.5130890294384
"ENSG00000004534",11.8106017310509,11.707178203749,11.8720410867789,11.6720414135484,11.6954638429034,11.6403293451056
"ENSG00000004660",10.5775119201584,10.6166039073484,10.498904931558,10.407981224804,10.2021749102615,10.4207734041805
"ENSG00000004700",10.325236338499,10.1687190853419,10.6267856749794,10.1149811251775,10.4182899617074,10.2757143321614
"ENSG00000004766",9.54264672646746,9.51429046238637,9.52761567082424,10.0245229926702,10.1562126987564,9.99739516551179
"ENSG00000004776",6.89749890256766,6.62119852663997,6.76292075296674,7.04024713875718,7.05577160252873,6.86862004484353
"ENSG00000004777",9.38239800715021,9.20193703795792,9.23683316942015,8.65893810119404,8.8650434927557,8.902123481266
"ENSG00000004779",11.1041430698498,11.5136056710476,11.0050728669373,11.3363211348535,11.2789950718366,11.4336455709221
"ENSG00000004799",12.072480189166,12.1335368905146,12.1959451081302,12.1735327785989,12.174009764861,11.9712568981656
"ENSG00000004809",6.34087962730076,6.56987878097367,6.56704369892022,6.34087962730076,6.34087962730076,6.7916162188538
"ENSG00000004838",7.70790332454871,7.92844739284052,7.70350402025969,7.39960113052934,7.65113627167905,7.58229157366662
"ENSG00000004846",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000004848",7.43465176693833,7.33348047942583,7.3216222333493,7.15077448438082,7.03887493390986,7.11542182268834
"ENSG00000004864",10.0087482246732,10.0713812036287,10.075778566783,11.2087888915426,11.2935387678205,11.2747751957284
"ENSG00000004866",9.93967897813679,10.1081608575237,9.93634232609075,10.4717436008755,10.378861833581,10.628259730335
"ENSG00000004897",10.7819888462213,10.8873219209177,10.9478126044336,11.4030949020942,11.5144547705945,11.2660306956363
"ENSG00000004939",6.34087962730076,6.34087962730076,6.34087962730076,6.72655133399228,6.49840455730843,6.61759788098159
"ENSG00000004948",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000004961",11.2227201493757,11.3300815494115,11.1705967264262,11.6891260543453,11.669119940625,11.703409480821
"ENSG00000004975",11.8703015078785,11.9046286193728,11.9069715503908,11.2293845040706,11.2648708119048,11.2636898301367
"ENSG00000005001",7.45615530297361,7.28302678199324,7.11578859215803,6.88470193050406,7.03887493390986,7.23179954254282
"ENSG00000005007",12.8944901137315,12.8148781380836,12.926551098942,12.5214795605128,12.5906308044479,12.6006928761727
"ENSG00000005020",9.88597546778491,9.97874070499009,9.98721184303071,10.4528107130268,10.4556652129134,10.3439824020542
"ENSG00000005022",13.8437474303467,14.050451315847,13.6811581096277,13.6331997224919,13.4651936592884,13.6115373567813
"ENSG00000005059",8.86629283773072,8.82188436840871,8.68157906115511,9.35138869688067,9.27772073801626,9.49252339595254
"ENSG00000005073",10.1362796025939,10.2056182987881,10.0541473415239,10.3292701956195,10.3198004454829,10.4239291686598
"ENSG00000005075",10.6744065460282,10.8283470812479,10.4050650479146,10.8229652513568,10.6675437723614,10.7687705567151
"ENSG00000005100",10.6164955270915,10.623188274604,10.8099754705803,10.6949731861057,10.9458342367797,10.8086977016855
"ENSG00000005102",8.15843917867143,8.25949299531621,8.27906539630805,8.55374453028126,8.75916239131435,8.6951546909795
"ENSG00000005108",6.56929189938705,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000005156",11.120749518016,11.010709117948,11.1306450814562,10.683062146172,10.6397512959756,10.6463693153428
"ENSG00000005175",11.5746675666208,11.6517872352471,11.6502012416965,11.5659726274159,11.5770473947866,11.4807514453402
"ENSG00000005187",9.17574525050304,9.62244482166931,9.40599876065129,8.17464278560647,8.18706794858939,8.34128808006009
"ENSG00000005189",8.80997368076153,8.95958905475491,8.69609590611109,8.90568787515603,9.06293419429005,8.98032620460757
"ENSG00000005194",11.451492673936,11.4751994771474,11.4443035320217,11.8527138223892,11.8146071616003,11.9532242690746
"ENSG00000005206",10.483921305916,10.4327826771988,10.3012101225661,10.2563704188975,10.3512453238561,10.4343984626136
"ENSG00000005238",9.86866958235912,9.87965197248457,9.83516734362022,9.48827019347399,9.48563969422457,9.49252339595254
"ENSG00000005243",8.07755065614612,8.28004322531028,7.98247029616698,8.63708922883096,8.49823095306484,8.65113315760257
"ENSG00000005249",7.36692821191193,7.21527597609203,7.3216222333493,7.04024713875718,7.07224738825013,6.34087962730076
"ENSG00000005302",10.7481574710373,10.6547467078249,10.806757125754,10.8276079690463,10.8353941952256,10.8506706020535
"ENSG00000005339",11.2900310365627,11.1023221923221,11.3184666394458,11.6114940774955,11.6509964364395,11.7107281275682
"ENSG00000005379",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000005381",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000005421",6.56929189938705,6.34087962730076,6.66039811378819,6.69312183088842,6.72578445138283,6.56693431828028
"ENSG00000005436",9.10124411255826,9.34967909448112,9.25133956514102,9.69895944319585,9.78798819461699,9.75561868745505
"ENSG00000005448",10.3815822482286,10.4987593867003,10.3228183998368,10.4048729750932,10.2854049140532,10.5036306996781
"ENSG00000005469",8.02877325522371,8.05736446681804,8.23862906065727,8.52608058833079,8.08990016697577,8.43257066700721
"ENSG00000005471",6.56929189938705,6.34087962730076,6.50088356569669,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000005483",10.494173131275,10.4729404400606,10.5147874256784,10.9397686387218,10.9507865706672,10.8491087780773
"ENSG00000005486",11.6488580249742,11.6522462629548,11.5364477383342,11.7784372250688,11.7528313416857,11.9179562072768
"ENSG00000005513",6.34087962730076,6.34087962730076,6.56704369892022,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000005700",10.9587377943764,10.8739861708874,11.0238948273789,11.7172966819088,11.6789489608347,11.4231980576354
"ENSG00000005801",9.99433055291573,10.0973616711231,10.0196775931375,10.6693274164412,10.7640082835291,10.5409110079453
"ENSG00000005810",10.856110752024,10.6556644738346,10.8035315558367,10.6736336517091,10.7099202218834,10.5658714273065
"ENSG00000005812",9.82527584914256,10.1014209486524,10.0717476216681,10.5184890176288,10.4131636384268,10.0030488007504
"ENSG00000005844",6.34087962730076,6.34087962730076,6.34087962730076,6.56398851980304,6.34087962730076,6.34087962730076
"ENSG00000005882",9.63519915715714,9.49162644336833,9.64683617540521,9.247395450843,9.38553446937912,9.29755202320422
"ENSG00000005884",14.4140669250077,14.3250301129032,14.4424665564206,14.0630763424925,14.1658127699269,14.1774994890139
"ENSG00000005889",10.1928633635239,10.0932908133979,10.2150129982215,10.8498387145796,10.7910966901246,10.4956571635484
"ENSG00000005893",12.1830854830417,12.2316769991572,12.2335169238729,12.2858534930671,12.3091555866471,12.0762912731597
"ENSG00000005961",8.97238319961834,8.91626533602723,9.0854801682917,8.13723457750827,8.11217185324856,8.04353358260617
"ENSG00000005981",6.34087962730076,6.66439516266051,6.34087962730076,6.78577723220785,6.34087962730076,6.56693431828028
"ENSG00000006007",12.6285349921845,12.6320507585388,12.721369183563,12.64542621862,12.7228690002396,12.6692222803549
"ENSG00000006015",10.2844313908915,10.3294741098091,10.145176265515,10.3871310059954,10.3307217162965,10.5941423661342
"ENSG00000006016",11.5380670332803,11.6225696353212,11.4489503705926,10.7939988334438,10.8238687142207,10.8823195616791
"ENSG00000006025",9.94868514462759,9.82493276836476,9.95836647356849,9.71419525959844,9.83650101000542,9.8276280683685
"ENSG00000006042",6.34087962730076,6.34087962730076,6.66039811378819,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000006047",11.2752767858197,11.1731684572756,11.3964568978186,9.5387324063854,9.61552070581505,9.79698037180419
"ENSG00000006059",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000006062",10.3229357096062,10.2093816359748,10.35848971112,9.95802910221055,9.98812381576909,10.125960649413
"ENSG00000006071",7.00171348789806,6.76818410151203,6.84455403059511,6.56398851980304,6.72578445138283,6.34087962730076
"ENSG00000006116",7.19885683878401,7.30863036470754,7.25877298281626,7.04024713875718,6.86077263492871,7.0493194929089
"ENSG00000006118",12.0789470077077,12.0172226597135,11.9668540839276,11.8041466180826,11.9000180905896,11.9915426431325
"ENSG00000006125",13.2662159253677,13.2595816143954,13.3033571187313,13.4308451299631,13.4445609714538,13.481113399698
"ENSG00000006128",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000006194",10.9228121951736,11.0207069226459,11.0363073421409,10.8291522141782,10.7973968830432,10.8669680902958
"ENSG00000006210",6.34087962730076,6.34087962730076,6.66039811378819,6.34087962730076,6.75642057047856,6.56693431828028
"ENSG00000006282",10.3548128048057,10.3466491727187,10.5803918552213,10.8784576608793,10.8626839597774,10.9839990084178
"ENSG00000006283",9.03975196001438,8.85846034056636,8.96368023978724,7.94970570760196,8.03234978117137,7.76607404766972
"ENSG00000006327",12.917645493032,12.9927781397388,12.8502092124852,12.9943942107639,12.8952764295435,13.0561126376238
"ENSG00000006377",6.34087962730076,6.34087962730076,6.34087962730076,6.56398851980304,6.34087962730076,6.34087962730076
"ENSG00000006432",10.7498680987183,10.5715943906774,10.8456936966327,10.0068184842327,10.1087220051378,10.0972019241508
"ENSG00000006451",11.8781299109129,11.981877432508,11.8389982648043,12.3174998697449,12.3113544336983,12.2635230950447
"ENSG00000006453",11.9028988519303,11.9073226704449,11.8701182199259,11.5237360339436,11.5173163613487,11.6573631477856
"ENSG00000006459",10.4432235163963,10.2885787677851,10.462512595411,9.97354376676295,9.95595579962847,9.85762820870271
"ENSG00000006468",9.15223280310163,9.149869303871,9.39735940446736,10.138914901735,10.1985995878458,10.0086800909313
"ENSG00000006530",10.1204504619053,10.1492526312316,10.229544084389,10.4141775638538,10.3966350249135,10.3428708803678
"ENSG00000006534",11.5116301822942,11.4814137004769,11.4622909638762,11.5431308473441,11.5177927409521,11.6312826411004
"ENSG00000006555",6.34087962730076,6.34087962730076,6.34087962730076,6.65609042078494,6.56354313621346,6.34087962730076
"ENSG00000006576",10.5374393125862,10.8299732318386,10.7872941794101,10.7955796057696,10.8122500408254,10.5969390601326
"ENSG00000006606",8.21844949116264,8.35905648664069,8.15358951044037,7.9686018496207,8.04990699011701,7.78131141795987
"ENSG00000006607",9.46691021470156,9.48746619722144,9.6558806385833,9.70066043140095,9.84570210256981,9.7147427822813
"ENSG00000006611",11.4393696264914,11.5539655618208,11.3964568978186,11.7026494035492,11.5563293238098,11.7567905163245
"ENSG00000006625",9.83503411560772,9.95348403796062,9.79488012405669,10.2060181347539,10.2490105302256,10.2150094354503
"ENSG00000006634",10.7844943673974,10.928121313837,10.7675639318822,10.1819800644017,10.094674567034,9.95717863150475
"ENSG00000006638",10.0909664370425,10.31092399171,10.075778566783,10.8136345699367,10.8284900055242,10.9155265533336
"ENSG00000006652",10.6416011756035,11.0192829126916,10.7075563385609,10.2095892229362,10.1150617807532,9.87471149333663
"ENSG00000006659",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000006695",10.0963726758171,10.0892083084929,10.1349149044854,9.4420694981829,9.49742137251637,9.56351579645599
"ENSG00000006704",12.0525580143112,12.0363345318274,12.0346842129643,11.9607549697303,11.9456837359953,12.1196188701186
"ENSG00000006712",11.8110107566385,11.9358758640834,11.7763107215997,11.9830873335664,11.9040311117137,11.9971859487204
"ENSG00000006715",9.76697534324422,9.92624406596704,9.80140341815085,10.0013263917697,10.0530048171251,9.85606495043192
"ENSG00000006740",7.79521242935415,7.83624184827294,7.93718879216067,7.30882653225899,7.30695972543332,7.57310834338118
"ENSG00000006744",11.9317696198439,11.8620154178854,11.9285656773902,12.1573618916256,12.2340665080038,12.3070483529915
"ENSG00000006747",8.68232922145381,8.89407645631332,9.00740561456464,8.89360469095499,8.5223882282803,8.61330193722359
"ENSG00000006756",8.24479608105697,8.08154898980986,8.10303649665616,8.09303028716741,8.12315626977012,8.2480511608518
"ENSG00000006757",9.46901168552386,9.60913151158809,9.50371772188742,10.2167047425302,10.0543255932113,10.1388436880037
"ENSG00000006788",6.6635677709978,6.34087962730076,6.34087962730076,6.56398851980304,6.34087962730076,6.34087962730076
"ENSG00000006831",12.6051489906565,12.623418682942,12.6861848028144,12.1786814838908,12.1301499303273,12.2321645845491
"ENSG00000006837",7.6657387434479,7.83624184827294,7.44566529351414,7.48205457278257,7.1636422131841,7.54503985671149
"ENSG00000007001",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.50080610337792
"ENSG00000007038",13.3784672005722,13.5076544078497,13.2557147587875,13.0659172596428,12.9974616067962,13.1600435020244
"ENSG00000007047",11.2078775724214,11.2004327803448,11.1151288029977,10.1783392181449,10.260483574798,10.3091174030903
"ENSG00000007062",6.6635677709978,6.56987878097367,6.66039811378819,6.65609042078494,6.56354313621346,6.73162309615404
"ENSG00000007080",11.9856601117511,12.0826938552682,11.8083970234836,12.0908011858333,11.9916621619469,12.0575090521698
"ENSG00000007129",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000007168",12.0823389807982,12.1975010148928,12.1614611301397,12.0730190467661,12.0231974338775,12.0439417661863
"ENSG00000007171",6.56929189938705,6.34087962730076,6.56704369892022,6.56398851980304,6.34087962730076,6.34087962730076
"ENSG00000007174",6.34087962730076,6.34087962730076,6.50088356569669,6.56398851980304,6.34087962730076,6.50080610337792
"ENSG00000007202",12.0011553712109,11.8965161218858,12.075303902841,12.0837146279465,12.2833448580778,12.1663854696521
"ENSG00000007216",6.6635677709978,6.7366917641082,6.56704369892022,6.65609042078494,6.8836268253723,6.73162309615404
"ENSG00000007237",7.8689932005909,7.71943306531637,7.75125474730579,8.16407051695972,8.43153053059875,8.27326346965862
"ENSG00000007255",9.75673586988508,9.74737498640269,9.41244352036629,8.72585476894562,8.80832055956877,8.81255788255231
"ENSG00000007264",11.5861860400823,11.6654948500776,11.4911123286901,10.8136345699367,10.8671822962654,10.9711372007202
"ENSG00000007306",7.72431120921435,7.79866817091888,7.49693032506383,7.4209153009882,7.3646825984839,7.16121159473194
"ENSG00000007312",6.73568155606185,6.875431174094,6.84455403059511,6.56398851980304,6.56354313621346,6.7627176671756
"ENSG00000007314",7.77208720229784,7.51070946886765,7.82646107105185,7.30882653225899,7.30695972543332,7.50632374221722
"ENSG00000007341",9.52459594469743,9.27897346039242,9.16961350346971,9.36870997791897,9.44766599831224,9.33199135229302
"ENSG00000007350",7.18434867138556,7.15650918026427,6.7318114008477,7.07368252629773,6.92654694104468,6.66024389706358
"ENSG00000007372",8.79978707948475,8.60272011945014,8.88754643199522,8.81875842558428,8.64058338364634,8.74821821858216
"ENSG00000007376",11.9002103873134,11.8910823125387,11.6724423802244,12.2005839966783,12.1484079100193,12.2576583586315
"ENSG00000007384",11.4234020293182,11.3127579761578,11.4017931883879,11.1956905936527,11.2879624123389,11.2875051405623
"ENSG00000007392",11.7194147121195,11.6732050023528,11.6891189814145,11.2010634038317,11.0424414532487,11.1736642231852
"ENSG00000007402",8.32556978848841,7.72762240787658,8.06220699600346,7.35539148911224,7.28272747910346,7.41300078184637
"ENSG00000007516",10.4175918237206,10.2081282909813,10.4439639443619,8.39155403401009,8.26257482272637,8.48439123402781
"ENSG00000007520",11.0689752179266,11.0299287805254,11.0141660440906,11.1733891980334,11.1348322063647,11.7107281275682
"ENSG00000007541",11.4191139339406,11.3618715940834,11.2039798282402,11.7800326542314,11.7479678383994,11.9186998290832
"ENSG00000007545",10.1336535701765,10.1777134313071,10.149005344342,10.0724334857567,10.1512874134968,10.1929535000406
"ENSG00000007866",11.1352063157938,11.0833706829358,11.1066537615346,10.8717308100175,10.7413101218149,10.8891745917341
"ENSG00000007908",6.502475745118,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000007923",10.2054166540667,9.74737498640269,10.0891333796989,10.3149843532646,10.622991237006,10.5272886589159
"ENSG00000007933",6.34087962730076,6.56987878097367,6.34087962730076,6.34087962730076,6.34087962730076,6.56693431828028
"ENSG00000007944",8.67112233857441,8.75273567219263,8.70688097973613,8.30447402122969,8.31049680515919,8.44135259006115
"ENSG00000007952",6.91993268823122,7.02224818978313,6.8688731065534,7.20706708595219,7.08833025814843,7.11542182268834
"ENSG00000007968",10.0329283805061,10.072760456623,10.1629581136169,10.1525901092333,10.3565977233613,10.4228780193414
"ENSG00000008018",11.8738295518415,12.0415987266561,11.8031658592743,12.1850163695341,12.0278855006741,12.1585382595537
"ENSG00000008056",6.73568155606185,6.7366917641082,6.50088356569669,6.56398851980304,6.65546241673519,6.66024389706358
"ENSG00000008083",9.6665759048211,9.47701141552129,9.62304605387865,9.78800949152317,9.93026382207822,9.86852312427906
"ENSG00000008086",9.72205994533277,9.61104111477109,9.7601318300477,9.32721620044989,9.31384787414522,9.31142982880085
"ENSG00000008118",6.56929189938705,6.34087962730076,6.34087962730076,6.49871996005172,6.34087962730076,6.56693431828028
"ENSG00000008128",7.92473609818455,7.79866817091888,7.98879829759163,7.65359512546568,7.59139983633938,7.65291191605456
"ENSG00000008130",11.897516898858,11.7412320601792,11.8819988511382,12.3950060552509,12.4105786949024,12.4927507434236
"ENSG00000008196",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000008197",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000008226",6.34087962730076,6.34087962730076,6.34087962730076,6.69312183088842,6.72578445138283,6.56693431828028
"ENSG00000008256",12.0383071372954,11.8899152549311,12.0469907415854,11.0331348627999,11.1229762059273,11.0170501677366
"ENSG00000008277",9.14165337662138,9.16044042617812,8.99588118264819,8.71550909145164,8.64785802548137,8.6094587640271
"ENSG00000008282",10.8890726649143,11.183373755402,11.0458880072569,11.5770296696879,11.5249195944451,11.2840444858077
"ENSG00000008283",11.2988115487603,11.1840091901208,11.21615005123,11.2662994835356,11.1986469499108,11.2903826785062
"ENSG00000008294",12.0792865643684,11.9745564037171,12.1043807434304,11.8519555590503,11.8573808683969,11.8829471419855
"ENSG00000008300",10.7944729825885,10.5109892360287,10.7625887348606,10.3670381184376,10.402855626877,10.3877501606244
"ENSG00000008311",6.84952015788345,7.1410677132175,7.14664717097037,7.20706708595219,7.1636422131841,7.03172055597336
"ENSG00000008323",7.02053001872808,6.85081634612485,6.93564556487092,6.90663283620548,6.75642057047856,6.89181119012397
"ENSG00000008324",9.31373234135095,9.52040873837692,9.12555552100536,9.56704342777241,9.52836528356342,9.47624894348155
"ENSG00000008382",8.59389407610207,8.76685212509266,8.39768929947632,8.46893284960528,8.35212795598182,8.30773282764712
"ENSG00000008394",10.7953014138029,10.9166913124054,10.676144213937,11.2123405634471,11.2051714405955,11.1446938080043
"ENSG00000008405",11.339093766999,11.3358100629996,11.4318381620515,10.4182936165833,10.3404801142343,10.1233700321355
"ENSG00000008438",6.502475745118,6.50289138368362,6.50088356569669,6.61399545943002,6.75642057047856,6.66024389706358
"ENSG00000008441",11.1514601017261,11.1661100987439,11.1917058192906,10.4914064211276,10.520959713486,10.5725179855897
"ENSG00000008513",10.8991238445028,10.8413050504753,10.849608135994,10.5628298298901,10.6415041807922,10.6993663226337
"ENSG00000008516",7.26761570433037,6.96382749058389,7.35720878252644,7.04024713875718,7.10404518415701,6.91402157692678
"ENSG00000008517",11.8175394279153,12.0662583650151,11.7120607724585,12.1689744842067,12.0411965784158,12.2354506665267
"ENSG00000008710",11.180262150145,10.7017092038197,11.2058119349095,10.55444447992,10.7784128082379,10.6766407528698
"ENSG00000008735",8.17509700846047,7.94871209724233,7.85517257915891,7.39960113052934,7.19172340057663,6.89181119012397
"ENSG00000008838",11.5562395214301,11.4819303442686,11.5422572393221,11.5715117564287,11.6600866830882,11.6166887147034
"ENSG00000008853",9.51852723636928,9.3124153329939,9.33307760217802,9.08049407334872,9.09722358726873,9.25026938652776
"ENSG00000008869",9.55850000074151,9.48538145014549,9.67379783483242,9.91483618718371,9.99364483149802,9.92922716686269
"ENSG00000008952",11.7825120748694,11.9275587219487,11.7889868438385,11.7445186190632,11.7621074261672,11.5185356119229
"ENSG00000008988",13.702485964172,14.0241090721976,13.4692215125209,13.5856654769171,13.3390156791153,13.4264982574527
"ENSG00000009307",14.5579558067817,14.6094028045389,14.6575799960652,14.7228195681474,14.6989309768445,14.6187140150427
"ENSG00000009335",12.1168195996137,12.0655694699481,12.2066496017893,12.2731677735989,12.3514397418383,12.3064803615445
"ENSG00000009413",8.93278709798873,9.0763200151827,9.08276666842081,9.27987393893994,9.35123583302012,9.38101562647814
"ENSG00000009694",6.34087962730076,6.34087962730076,6.34087962730076,6.49871996005172,6.34087962730076,6.34087962730076
"ENSG00000009709",6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000009724",7.31872069081348,7.29592655756586,7.43506713086324,7.43138864328518,7.40827417660239,7.69472201062599
"ENSG00000009765",6.56929189938705,6.56987878097367,6.56704369892022,6.34087962730076,6.34087962730076,6.34087962730076
"ENSG00000009780",9.17315236100536,9.11222146144801,9.13865990165414,8.95006956939433,8.8463984183861,8.97739966294688
"ENSG00000009790",6.76709463380826,6.7366917641082,6.66039811378819,6.34087962730076,6.49840455730843,6.50080610337792
"ENSG00000009830",9.92909923973018,9.67082425434039,9.89734050643224,10.7243255497606,10.7049005930262,10.7071498031688
"ENSG00000009844",10.2785059381467,10.4677203717478,10.3954412683793,10.4447635303267,10.3393991272525,10.2367301932689
